Title,Source,URL,Content
Surname,Wikipedia,https://en.wikipedia.org/wiki/Surname,"
 A surname, family name, or last name is the mostly hereditary portion of one's personal name that indicates one's family.[1][2] It is typically combined with a given name to form the full name of a person, although several given names and surnames are possible in the full name. In modern times the ""hereditary"" requirement is a traditional, although common, interpretation, since in most countries a person has a right for a name change.[citation needed]
 Depending on culture, the surname may be "
