Title,Source,URL,Content
Gupta,Wikipedia,https://en.wikipedia.org/wiki/gupta,"
 Gupta (/ˈɡuːptə/) is a common surname or last name of Indian origin. It is based on the Sanskrit word गोप्तृ goptṛ, which means 'guardian' or 'protector'.[1] According to historian R. C. Majumdar, the surname Gupta was adopted by several different communities in northern and eastern India at different times.[2]
 The Rāmpāl plate of the Chandra dynasty ruler Srichandra mentions a line of Brahmins who had Gupta as their surname.[3] In Bengal region, the surname is found among Baidyas (mainly)[4]"
